plot_ID,species_richnnes,shannon_diversity,shannon_evenness
2282,17,0.00469291,0.059100232
2283,12,0.004003257,0.083667607
2284,8,0.004673879,0.125585602
2285,18,0.004753135,0.055820247
2286,14,0.004278906,0.071734862
2287,33,0.004855937,0.030450538
2288,19,0.00481309,0.05288551
2289,13,0.004190267,0.077246081
2290,16,0.004133346,0.062758869
2291,22,0.004361319,0.04565322
2292,19,0.004197672,0.052852973
2293,14,0.00398991,0.071714134
2294,17,0.00433642,0.059079167
2295,21,0.004179142,0.047818471
2296,14,0.004821278,0.07177378
2297,24,0.004414972,0.041851031
2298,25,0.004689581,0.040188024
2299,14,0.004321309,0.071737904
2300,12,0.004117276,0.083677147
2301,19,0.004215797,0.052853931
2302,16,0.004491627,0.062781358
2303,16,0.004195777,0.062762787
2304,22,0.00462732,0.045665366
2305,14,0.004589109,0.071757118
2306,20,0.004683534,0.050234726
2307,29,0.004830173,0.034649719
2308,12,0.003945796,0.083662799
2309,18,0.004676305,0.055815959
2310,15,0.003957728,0.066931038
2311,14,0.004171532,0.07172716
2312,26,0.004776968,0.038645708
2313,14,0.00447006,0.071748576
2314,15,0.004107032,0.066941032
2315,11,0.004147009,0.091286874
2316,14,0.004667621,0.071762752
2317,11,0.004501299,0.091319222
2318,7,0.004241218,0.143464318
2319,15,0.004488222,0.066966554
2320,11,0.004155235,0.091287625
2321,19,0.004286654,0.052857677
2322,14,0.004348369,0.071739845
2323,20,0.004555328,0.050228286
2324,12,0.004373922,0.083698625
2325,17,0.004290461,0.059076452
2326,13,0.004249996,0.077250695
2327,9,0.004250278,0.111584369
2328,29,0.004794086,0.034648469
2329,8,0.004006656,0.125501837
2330,15,0.004310771,0.066954672
2331,13,0.004124497,0.077241001
2332,16,0.004325904,0.062770955
2333,12,0.004340507,0.083695828
2334,15,0.004441063,0.066963396
2335,23,0.004652455,0.043681013
2336,18,0.00442683,0.055802036
2337,10,0.004021552,0.100402965
2338,17,0.004583976,0.059093794
2339,18,0.004590699,0.055811181
2340,12,0.004307622,0.083693076
2341,9,0.004593243,0.111622645
2342,22,0.00456385,0.045662467
2343,19,0.004439533,0.052865758
2344,24,0.004458912,0.04185287
2345,27,0.004657874,0.037209953
2346,13,0.004486114,0.077268938
2347,20,0.004797259,0.050240439
2348,30,0.004963926,0.033499209
2349,15,0.004617639,0.066975221
2350,12,0.004582903,0.083716118
2351,20,0.004724607,0.050236789
2352,20,0.00467409,0.050234252
2353,27,0.004802096,0.03721532
2354,28,0.004796465,0.035885999
2355,30,0.004764815,0.033492539
2356,20,0.004709018,0.050236006
2357,30,0.004953465,0.033498858
2358,37,0.005036221,0.027163484
2359,16,0.004463855,0.062779615
2360,27,0.004736637,0.037212884
2361,21,0.00461664,0.047839396
2362,29,0.005005954,0.034655811
2363,28,0.004692848,0.035882281
2364,15,0.004385956,0.066959706
2365,22,0.004563679,0.045662459
2366,15,0.004349877,0.06695729
2367,24,0.004638091,0.041860369
2368,18,0.00415213,0.055786709
2369,19,0.004537264,0.052870925
2370,17,0.004603584,0.059094953
2371,11,0.004595897,0.091327861
2372,11,0.004407896,0.091310693
2373,17,0.004537683,0.059091058
2374,25,0.004640526,0.040186052
2375,35,0.004906639,0.028711963
2376,30,0.004846836,0.033495287
2377,18,0.004563441,0.055809659
2378,20,0.004664097,0.05023375
2379,29,0.004711524,0.034645608
2380,27,0.004841216,0.037216776
2381,30,0.004962139,0.033499149
2382,30,0.004763138,0.033492483
2383,22,0.004576235,0.045663033
2384,5,0.004177213,0.20083719
2385,12,0.004412795,0.083701879
2386,14,0.004121616,0.07172358
2387,12,0.004582363,0.083716073
2388,16,0.004404996,0.06277592
2389,25,0.004698359,0.040188377
2390,24,0.004695517,0.041862773
2391,19,0.004516134,0.052869808
2392,15,0.00457622,0.066972447
2393,19,0.004688317,0.052878912
2394,26,0.004852367,0.038648621
2395,25,0.004845888,0.040194306
2396,22,0.004741326,0.045670572
2397,20,0.0047238,0.050236749
2398,22,0.004673914,0.045667493
2399,18,0.0047082,0.055817739
2400,16,0.004552525,0.062785181
2401,18,0.004639643,0.055813912
2402,12,0.004460826,0.083705899
2403,12,0.004585369,0.083716325
2404,17,0.004514065,0.059089663
2405,7,0.004216357,0.143460751
2406,11,0.004383059,0.091308425
2407,8,0.004273964,0.125535389
2408,11,0.004496824,0.091318814
2409,12,0.004512993,0.083710266
2410,15,0.004563359,0.066971586
2411,13,0.004511242,0.077270879
2412,13,0.004525024,0.077271944
2413,12,0.004373129,0.083698559
2414,16,0.00456354,0.062785873
2415,10,0.004294269,0.10043035
2416,13,0.004374087,0.077260282
2417,4,0.004081457,0.251022449
2418,3,0.003931716,0.334646485
2419,4,0.003870787,0.250969572
2420,3,0.0040262,0.334678105
2421,6,0.004290406,0.167383271
2422,6,0.00417581,0.16736409
2423,4,0.004069301,0.251019398
2424,5,0.004218643,0.200845511
2425,5,0.004240791,0.200849959
2426,4,0.004004306,0.251003083
2427,5,0.004142541,0.200830227
2428,5,0.00404122,0.200809879
2429,5,0.004055501,0.200812747
2430,4,0.004052066,0.251015072
2431,5,0.004200143,0.200841795
2432,5,0.004060768,0.200813805
2433,7,0.004147687,0.1434509
2434,32,0.004799664,0.03140035
2435,39,0.004711013,0.025762106
2436,39,0.004834792,0.025765295
2437,34,0.00470715,0.029550537
2438,44,0.004706736,0.022834496
2439,28,0.004690817,0.035882208
2440,20,0.004438264,0.050222406
2441,17,0.004385832,0.059082086
2442,44,0.004800297,0.022836633
2443,50,0.004878197,0.020097802
2444,42,0.004891865,0.023926282
2445,38,0.004824602,0.026443059
2446,39,0.004809504,0.025764643
2447,50,0.004900537,0.020098251
2448,28,0.004634735,0.035880196
2449,36,0.004766404,0.027910494
2450,36,0.004784512,0.027910999
2451,40,0.004827102,0.025120969
2452,34,0.004745828,0.02955168
2453,46,0.004836987,0.021844537
2454,45,0.004672335,0.022326295
2455,60,0.004985501,0.016749966
2456,45,0.00482454,0.022329693
2457,47,0.004851419,0.021380068
2458,36,0.004698473,0.027908598
2459,50,0.004817852,0.02009659
2460,49,0.004850673,0.020507397
2461,37,0.004676544,0.027153716
2462,49,0.00476767,0.020505695
2463,51,0.004898431,0.019704126
2464,51,0.004853045,0.019703232
2465,34,0.004812315,0.029553644
2466,43,0.004761239,0.023366804
2467,39,0.004716554,0.025762249
2468,35,0.004811259,0.028709224
2469,44,0.004692724,0.022834176
2470,21,0.004368371,0.04782752
2471,22,0.004129209,0.045642625
2472,22,0.004229092,0.045647184
2473,23,0.004352011,0.043667891
2474,19,0.004293767,0.052858053
2475,17,0.004398617,0.059082841
2476,20,0.00451977,0.0502265
2477,22,0.004464222,0.045657918
2478,16,0.004472067,0.06278013
2479,21,0.004481005,0.047832908
2480,15,0.004145257,0.066943591
2481,19,0.004308402,0.052858826
2482,16,0.004136472,0.062759065
2483,14,0.004122529,0.071723646
2484,17,0.004166081,0.059069104
2485,24,0.003971925,0.041832493
2486,21,0.004042346,0.04781193
2487,26,0.004367552,0.038629889
2488,23,0.004428482,0.043671231
2489,19,0.004208523,0.052853547
2490,15,0.004115173,0.066941577
2491,13,0.003889191,0.077222828
2492,12,0.003972458,0.08366503
2493,15,0.004125451,0.066942265
2494,16,0.003966312,0.062748387
2495,18,0.003979718,0.055777092
2496,20,0.003991227,0.05019996
2497,19,0.004148513,0.052850375
2498,16,0.004004985,0.062750814
2499,21,0.004264711,0.047822563
2500,24,0.004378541,0.041849506
2501,22,0.004252195,0.045648239
2502,22,0.004179345,0.045644913
2503,21,0.004077498,0.047813611
2504,21,0.004166894,0.047817885
2505,21,0.004347906,0.047826542
2506,19,0.004294898,0.052858112
2507,20,0.004264087,0.05021366
2508,19,0.004308718,0.052858843
2509,22,0.004277674,0.045649402
2510,18,0.004179171,0.055788218
2511,18,0.004230199,0.055791064
2512,16,0.004120739,0.062758078
2513,21,0.004310185,0.047824737
2514,17,0.004165947,0.059069096
2515,16,0.004153443,0.06276013
2516,23,0.004303556,0.043665775
2517,21,0.004312004,0.047824824
2518,14,0.00403068,0.071717058
2519,20,0.004099445,0.050205393
2520,17,0.003894556,0.059053068
2521,17,0.004045352,0.059061973
2522,24,0.003989078,0.04183321
2523,17,0.004181104,0.059069992
2524,14,0.004012777,0.071715774
2525,25,0.004326034,0.040173416
2526,23,0.004316396,0.043666336
2527,29,0.004280878,0.034630692
2528,23,0.004326959,0.043666797
2529,23,0.004333795,0.043667096
2530,22,0.004206793,0.045646166
2531,25,0.004341992,0.040174057
2532,22,0.004234825,0.045647446
2533,23,0.004168691,0.043659887
2534,26,0.004321333,0.038628103
2535,20,0.004271095,0.050214011
2536,15,0.003968308,0.066931746
2537,20,0.004275212,0.050214218
2538,19,0.003979737,0.052841456
2539,19,0.004331028,0.052860022
2540,16,0.004144868,0.062759592
2541,18,0.004236185,0.055791398
2542,20,0.004155778,0.050208221
2543,18,0.00426746,0.055793143
2544,18,0.00420616,0.055789723
2545,9,0.003873771,0.111542365
2546,12,0.003886338,0.083657825
2547,7,0.00362569,0.143376039
2548,6,0.003548265,0.167259095
2549,8,0.003735788,0.125467847
2550,22,0.00394832,0.045634369
2551,20,0.004091235,0.050204981
2552,19,0.003931583,0.052838912
2553,18,0.003884734,0.055771794
2554,28,0.003990303,0.035857081
2555,26,0.004318952,0.038628011
2556,26,0.004249401,0.038625325
2557,26,0.004112003,0.038620018
2558,28,0.004138647,0.035862401
2559,26,0.00419524,0.038623233
2560,23,0.003998652,0.043652463
2561,24,0.004384256,0.041849745
2562,18,0.003998446,0.055778136
2563,20,0.004215988,0.050211244
2564,20,0.004033619,0.050202088
2565,9,0.003993638,0.111555736
2566,11,0.003832092,0.091258131
2567,12,0.003968032,0.08366466
2568,13,0.004075886,0.077237246
2569,11,0.003997225,0.091273202
2570,30,0.004277688,0.033476228
2571,23,0.004146058,0.043658898
2572,28,0.004208021,0.035864889
2573,31,0.004414086,0.032400769
2574,29,0.004379715,0.034634114
2575,28,0.004097898,0.035860939
2576,23,0.004209047,0.043661649
2577,22,0.004034674,0.04563831
2578,19,0.004082693,0.052846897
2579,28,0.004252158,0.035866472
2580,14,0.004063616,0.07171942
2581,19,0.004076165,0.052846552
2582,16,0.003815683,0.062738936
2583,16,0.003827058,0.062739649
2584,19,0.003931153,0.052838889
2585,24,0.003854705,0.041827589
2586,27,0.004249932,0.037194777
2587,26,0.004074944,0.038618587
2588,25,0.004276111,0.040171411
2589,26,0.004219012,0.038624151
2590,16,0.003787423,0.062737163
2591,22,0.004224024,0.045646953
2592,26,0.00396182,0.038614218
2593,23,0.004122947,0.043657889
2594,21,0.004024669,0.047811085
2595,33,0.00432308,0.030434316
2596,24,0.00419904,0.041841995
2597,25,0.00414696,0.040166223
2598,25,0.004323607,0.040173319
2599,27,0.004226308,0.037193898
2600,20,0.003931079,0.050196941
2601,19,0.004250187,0.052855749
2602,24,0.004144224,0.041839701
2603,20,0.004130318,0.050206943
2604,26,0.004308317,0.0386276
2605,20,0.003829229,0.050191828
2606,17,0.003939161,0.059055702
2607,19,0.004093199,0.052847452
2608,16,0.003685254,0.062730753
2609,18,0.004196326,0.055789175
2610,27,0.0041246,0.037190115
2611,22,0.00411561,0.045642004
2612,21,0.004090808,0.047814247
2613,19,0.00413911,0.052849878
2614,23,0.004052362,0.043654808
2615,17,0.003924978,0.059054864
2616,22,0.004249327,0.045648108
2617,20,0.004173917,0.050209132
2618,18,0.004042159,0.055780574
2619,20,0.00407663,0.050204248
2620,34,0.00442999,0.029542348
2621,45,0.004591406,0.022324488
2622,47,0.004558909,0.021373815
2623,43,0.004590826,0.023362823
2624,45,0.004591482,0.02232449
2625,44,0.004456426,0.022828781
2626,45,0.004458132,0.022321513
2627,44,0.004380247,0.022827042
2628,43,0.004284284,0.023355662
2629,46,0.004280962,0.021832394
2630,24,0.004112265,0.041838364
2631,42,0.003903058,0.023902635
2632,39,0.004234411,0.02574983
2633,19,0.004188624,0.052852495
2634,40,0.004179162,0.025104698
2635,36,0.003945856,0.027887601
2636,34,0.004103218,0.029532696
2637,47,0.004091336,0.021363824
2638,44,0.004457088,0.022828796
2639,41,0.00376685,0.024482292
2640,40,0.004099014,0.025102686
2641,35,0.003996103,0.028685831
2642,32,0.004123646,0.03137913
2643,47,0.004372705,0.021369836
2644,46,0.004430196,0.021835653
2645,49,0.004467817,0.020499547
2646,29,0.004049659,0.034622685
2647,24,0.003792027,0.041824968
2648,13,0.003999688,0.077231361
2649,15,0.004011984,0.06693467
2650,32,0.004007459,0.031375484
2651,23,0.004170511,0.043659966
2652,27,0.003971218,0.037184412
2653,28,0.004087611,0.035860571
2654,12,0.003630564,0.08363643
2655,14,0.003623244,0.071687844
2656,28,0.004028241,0.035858442
2657,34,0.00410804,0.029532838
2658,23,0.003743245,0.043641316
2659,26,0.004165322,0.038622077
2660,40,0.004391011,0.025110017
2661,42,0.004538284,0.023917824
2662,35,0.004576921,0.028702497
2663,29,0.004447847,0.034636474
2664,30,0.00439022,0.033479996
2665,31,0.004499488,0.032403536
2666,20,0.004277124,0.050214314
2667,13,0.004099221,0.077239049
2668,24,0.004403277,0.041850541
2669,26,0.00441902,0.038631877
2670,19,0.004210292,0.05285364
2671,28,0.004347991,0.035869909
2672,32,0.004345149,0.031386081
2673,20,0.004053199,0.050203071
2674,39,0.004394692,0.025753958
2675,19,0.004116304,0.052848673
2676,30,0.004181088,0.033472995
2677,20,0.004176416,0.050209257
2678,24,0.004156451,0.041840213
2679,31,0.004352991,0.03239879
2680,29,0.004398387,0.034634761
2681,30,0.00425279,0.033475395
2682,31,0.004270721,0.032396124
2683,27,0.004287725,0.037196183
2684,32,0.004356303,0.031386431
2685,23,0.004216211,0.043661961
2686,23,0.004290335,0.043665198
2687,54,0.004575324,0.018603441
2688,52,0.004589083,0.019319224
2689,47,0.004533608,0.021373274
2690,37,0.004437594,0.027147229
2691,30,0.004284805,0.033476467
2692,25,0.004259299,0.040170735
2693,26,0.004227938,0.038624496
2694,42,0.004461547,0.023915988
2695,37,0.004379841,0.027145661
2696,18,0.004108026,0.055784249
2697,30,0.004304926,0.03347714
2698,24,0.004135508,0.041839336
2699,28,0.00432214,0.035868982
2700,26,0.004263446,0.038625867
2701,25,0.00426984,0.040171159
2702,22,0.004187485,0.045645285
2703,21,0.004199809,0.047819459
2704,24,0.004295717,0.04184604
2705,36,0.004343006,0.027898679
2706,38,0.004319647,0.02642971
2707,33,0.004278146,0.030432949
2708,29,0.004354691,0.034633248
2709,13,0.003771894,0.07721377
2710,14,0.003998582,0.071714756
2711,21,0.004239687,0.047821366
2712,12,0.003759119,0.083647183
2713,15,0.003838762,0.066923076
2714,19,0.00371313,0.05282737
2715,25,0.004041238,0.040161977
2716,22,0.003773379,0.045626387
2717,26,0.003738176,0.038605584
2718,23,0.003742154,0.043641268
2719,34,0.00405779,0.029531354
2720,26,0.003980021,0.038614921
2721,21,0.004046626,0.047812135
2722,26,0.003902109,0.038611913
2723,14,0.003801819,0.071700647
2724,31,0.003794613,0.032380704
2725,32,0.003946802,0.031373581
2726,14,0.003528685,0.071681066
2727,19,0.003785389,0.052831188
2728,7,0.003363587,0.143338464
2729,26,0.003986493,0.038615171
2730,30,0.003959524,0.033465579
2731,13,0.003868201,0.077221207
2732,8,0.003598635,0.12545064
2733,26,0.00379056,0.038607606
2734,23,0.003894905,0.043647935
2735,17,0.00416182,0.059068853
2736,17,0.003850593,0.059050472
2737,16,0.003806326,0.062738349
2738,18,0.004058139,0.055781466
2739,22,0.004069257,0.045639889
2740,19,0.00398964,0.052841979
2741,28,0.004018847,0.035858105
2742,20,0.004083484,0.050204592
2743,33,0.004306849,0.030433822
2744,24,0.004072491,0.0418367
2745,33,0.004150303,0.030429058
2746,11,0.003629812,0.091239673
2747,40,0.0042941,0.025107583
2748,27,0.004138604,0.037190636
2749,17,0.003738503,0.059043853
2750,27,0.004082602,0.037188554
2751,34,0.004301183,0.029538543
2752,18,0.003980143,0.055777115
2753,17,0.003988764,0.059058631
2754,17,0.003997772,0.059059163
2755,21,0.003869279,0.047803656
2756,11,0.003899644,0.091264296
2757,10,0.003722642,0.100372958
2758,50,0.003940189,0.020078959
2759,27,0.003730434,0.037175459
2760,46,0.00397029,0.021825613
2761,29,0.00381662,0.034614618
2762,47,0.003947619,0.021360754
2763,38,0.003897416,0.026418553
2764,39,0.003921544,0.025741775
2765,46,0.004020586,0.02182671
2766,47,0.003955517,0.021360922
2767,57,0.003984344,0.0176139
2768,43,0.004053715,0.023350278
2769,45,0.003936451,0.022309871
2770,60,0.003937705,0.016732424
2771,62,0.00398454,0.016193427
2772,67,0.004074182,0.014986306
2773,43,0.003976175,0.023348467
2774,22,0.004125901,0.045642474
2775,21,0.004056201,0.047812592
2776,24,0.003966467,0.041832264
2777,47,0.004028472,0.021362481
2778,41,0.004134829,0.024491302
2779,32,0.004029374,0.031376172
2780,34,0.003997783,0.029529582
2781,18,0.003889438,0.055772056
2782,32,0.004197442,0.031381446
2783,26,0.003791727,0.038607651
2784,31,0.003932978,0.032385185
2785,29,0.00392251,0.034618283
2786,15,0.00354443,0.066903381
2787,22,0.003861988,0.04563043
2788,21,0.003875001,0.047803929
2789,13,0.003686523,0.077207179
2790,13,0.003706018,0.077208684
2791,3,0.003340874,0.33444882
2792,5,0.003300686,0.200661228
2793,20,0.003909914,0.050195878
2794,37,0.004089991,0.027137794
2795,21,0.003796626,0.047800183
2796,24,0.004013044,0.041834213
2797,12,0.003817931,0.083652102
2798,29,0.004044552,0.034622508
2799,44,0.004225373,0.022823507
2800,20,0.003942351,0.050197507
2801,40,0.004165032,0.025104343
2802,25,0.004028482,0.040161464
2803,29,0.004001404,0.034621015
2804,42,0.004177096,0.023909186
2805,28,0.004004462,0.035857589
2806,26,0.003913692,0.03861236
2807,14,0.00374877,0.071696843
2808,25,0.004047224,0.040162217
2809,22,0.003939329,0.045633959
2810,51,0.004134711,0.019689084
2811,34,0.004024681,0.029530376
2812,17,0.00387117,0.059051687
2813,15,0.003961637,0.0669313
2814,13,0.003646438,0.077204084
2815,12,0.003618037,0.083635382
2816,35,0.004116151,0.028689275
2817,22,0.003751401,0.045625384
2818,36,0.004030144,0.027889952
2819,39,0.004160799,0.025747935
2820,29,0.004203591,0.034628015
2821,43,0.004141865,0.023352336
2822,34,0.004027397,0.029530456
2823,28,0.004113217,0.035861489
2824,24,0.004053562,0.041835908
2825,25,0.004065946,0.040162969
2826,24,0.003952679,0.041831688
2827,42,0.004142572,0.023908361
2828,32,0.003946051,0.031373558
2829,22,0.003952268,0.045634549
2830,19,0.003925725,0.052838602
2831,11,0.003488951,0.091226822
2832,30,0.004040864,0.033468301
2833,26,0.00394573,0.038613597
2834,11,0.003382935,0.091217151
2835,8,0.00334078,0.125418296
2836,40,0.004226607,0.025105889
2837,6,0.003650106,0.167276129
2838,7,0.003569848,0.143368033
